,ID,datetime,temperature,var1,pressure,windspeed,var2,ws,hour,month,electricity_consumption,ec_lower,ec_upper
36,588,2013-07-25 12:00:00,-7.1,-20.0,997.0,58.605,A,4.070820017175143,12,7,198.55216004233813,127.75463129302807,308.58341383377837
37,589,2013-07-25 13:00:00,-5.7,-19.3,1008.0,67.155,A,4.207003380361039,13,7,202.51364252595846,130.297973932393,314.7537461358474
38,590,2013-07-25 14:00:00,-4.3,-19.3,996.0,73.555,A,4.298033425702175,14,7,203.61801497713347,131.01622824896893,316.4516073874568
39,591,2013-07-25 15:00:00,-3.6,-20.0,1010.0,82.105,A,4.407998915943801,15,7,199.1507816878501,128.1299667558869,309.5375332645164
40,592,2013-07-25 16:00:00,-2.9,-20.0,1013.0,91.17,A,4.5127258955968115,16,7,200.4177443356136,128.94410393746853,311.5091812499973
41,593,2013-07-25 17:00:00,-5.0,-20.0,1008.0,97.105,A,4.575792867277415,17,7,206.8554797831221,133.07802254448166,321.5346057761209
42,594,2013-07-25 18:00:00,-5.7,-20.7,996.0,101.0,A,4.61512051684126,18,7,199.0972593133723,128.05326475436337,309.5564860617543
43,595,2013-07-25 19:00:00,-6.4,-20.0,1011.0,4.005,A,1.3875435805203225,19,7,245.95517738691413,158.1681824366499,382.4659824213233
44,596,2013-07-25 20:00:00,-7.1,-19.3,1013.0,5.545,A,1.7128966208023304,20,7,257.5372643043873,165.70615961417823,400.259366699564
45,597,2013-07-25 21:00:00,-10.0,-17.1,1010.0,2.64,A,0.9707789171582248,21,7,298.1808031740475,191.8371203919362,463.47542748696026
46,598,2013-07-25 22:00:00,-10.0,-17.1,1010.0,3.415,A,1.2281774930227534,22,7,300.0045711134473,193.0619813237666,466.1857403091087
47,599,2013-07-25 23:00:00,-12.9,-20.0,1006.0,3.415,A,1.2281774930227534,23,7,269.66842781979784,173.4569113789813,419.24568115890895
48,600,2013-07-26 00:00:00,-11.4,-17.1,1008.0,4.58,A,1.5216989981260935,0,7,286.5761179986185,184.47760997296567,445.18069926856316
49,601,2013-07-26 01:00:00,-10.0,-19.3,1009.0,8.585,A,2.150016494349439,1,7,251.96507267620004,162.15147898132886,391.5252469330421
50,602,2013-07-26 02:00:00,-11.4,-20.0,1018.0,10.375,A,2.339399066116762,2,7,241.14067136083523,155.16721820121296,374.74940943356927
51,603,2013-07-26 03:00:00,-12.9,-17.1,1016.0,12.165,A,2.498562976235486,3,7,262.53115146639306,169.03824215849536,407.7338039616283
52,604,2013-07-26 04:00:00,-12.1,-18.6,1001.0,12.955,A,2.561481814014073,4,7,249.35932529832834,160.53755458770544,387.3241577207849
53,605,2013-07-26 05:00:00,-12.9,-18.6,1019.0,15.12,A,2.716018370751387,5,7,236.89289507400665,152.51258688655471,367.958113373865
54,606,2013-07-26 06:00:00,-12.9,-20.7,1003.0,17.285,A,2.849839073373588,6,7,216.98429054453464,139.6391248011039,337.1704198961209
55,607,2013-07-26 07:00:00,-14.3,-16.4,1010.0,18.2,A,2.9014215940827497,7,7,246.05626105806047,158.4390114750754,382.12611302107723
56,608,2013-07-26 08:00:00,-12.1,-17.1,1013.0,22.33,A,3.1059310658520665,8,7,236.35789027460478,152.18602930653188,367.08397314538763
57,609,2013-07-26 09:00:00,-12.1,-15.0,1016.0,23.62,A,3.1620938107692163,9,7,247.26433167665326,159.20660591504884,384.02709088670315
58,610,2013-07-26 10:00:00,-10.0,-15.7,1020.0,25.66,A,3.2449333591874905,10,7,237.57457484969598,152.9705314944945,368.9709257305233
59,611,2013-07-26 11:00:00,-7.9,-17.1,1015.0,27.45,A,3.3123661679555396,11,7,225.0145533264195,144.8749552894536,349.48448548286717
60,612,2013-07-26 12:00:00,-6.4,-16.4,1006.0,1.64,A,0.494696241836107,12,7,276.2639488518897,177.6266024449453,429.67533232470174
61,613,2013-07-26 13:00:00,-5.0,-15.7,1009.0,3.28,A,1.1878434223960523,13,7,278.34514904517255,179.17262667364503,432.40992463708443
62,614,2013-07-26 14:00:00,-4.3,-17.1,999.0,5.005,A,1.6104374127671839,14,7,253.4330311210329,163.14047524901753,393.69936347896737
63,615,2013-07-26 15:00:00,-4.3,-17.1,1015.0,5.795,A,1.756995476791715,15,7,251.54248460510257,161.91848993151294,390.7745285178442
64,616,2013-07-26 16:00:00,-5.0,-15.7,1012.0,1.765,A,0.56815069038526,16,7,300.28906811142787,193.08422299749864,467.01653313434076
65,617,2013-07-26 17:00:00,-5.7,-15.7,1004.0,1.64,A,0.494696241836107,17,7,294.3314995643414,189.23593490230576,457.7937677667707
66,618,2013-07-26 18:00:00,-6.4,-17.1,1014.0,3.43,A,1.2325602611778486,18,7,266.63791249149523,171.56958825945438,414.3844902763792
67,619,2013-07-26 19:00:00,-9.3,-15.0,998.0,4.195,A,1.4338933399191696,19,7,303.2699971966644,195.21740291778625,471.12957054550185
68,620,2013-07-26 20:00:00,-9.3,-16.4,1015.0,1.89,A,0.636576829071551,20,7,309.11769638817555,198.84809982227537,480.53640092983255
69,621,2013-07-26 21:00:00,-8.6,-16.4,1017.0,2.715,A,0.9987919533858987,21,7,307.0367120212295,197.5667655092018,477.1629594979459
70,622,2013-07-26 22:00:00,-12.1,-17.9,1003.0,4.255,A,1.4480947620253375,22,7,286.1143080051883,184.11953900989343,444.61004891441235
71,623,2013-07-26 23:00:00,-10.0,-18.6,1003.0,7.01,A,1.9473377010464987,23,7,271.4938765503981,174.75897194750803,421.77476888856154
72,624,2013-07-27 00:00:00,-9.3,-16.4,1021.0,10.015,A,2.3040839691177815,0,7,279.54998442858584,180.00037457805144,434.1557287156428
73,625,2013-07-27 01:00:00,-8.6,-15.7,1005.0,13.395,A,2.594881502996572,1,7,280.6937720110553,180.7365041929553,435.9329289764215
74,626,2013-07-27 02:00:00,-10.7,-17.1,1021.0,18.565,A,2.9212780876290436,2,7,256.77954653425377,165.3260085882371,398.82252091718567
75,627,2013-07-27 03:00:00,-11.4,-16.4,1018.0,22.985,A,3.134841829258191,3,7,257.2393754732701,165.63058166427967,399.51617406019705
76,628,2013-07-27 04:00:00,-10.7,-17.9,1012.0,28.655,A,3.355327948003701,4,7,242.1112463077118,155.8708379800883,376.0668534813525
77,629,2013-07-27 05:00:00,-10.7,-17.9,1013.0,32.425,A,3.4789297302025073,5,7,229.40073486282319,147.68443812201753,356.33204029340277
78,630,2013-07-27 06:00:00,-8.6,-16.4,1019.0,36.055,A,3.5850455503687226,6,7,238.81707557608613,153.73641826110787,370.9829865415978
79,631,2013-07-27 07:00:00,-11.4,-17.1,1009.0,39.45,A,3.6750340472918834,7,7,227.03173894644578,146.1436815988035,352.689968701795
80,632,2013-07-27 08:00:00,-8.6,-17.9,1022.0,6.685,A,1.8998662105539064,8,7,249.94327285780145,160.89922331205273,388.2656383350592
81,633,2013-07-27 09:00:00,-7.9,-20.0,1020.0,12.48,A,2.5241273629412815,9,7,216.53923148226568,139.33763533837325,336.5152469902513
82,634,2013-07-27 10:00:00,-7.9,-18.6,1023.0,16.65,A,2.8124102164264526,10,7,221.14032671162505,142.36492229241293,343.5048698139209
83,635,2013-07-27 11:00:00,-5.7,-17.9,1018.0,21.32,A,3.0596455992976437,11,7,221.9292221601116,142.88625966303968,344.69780204717824
84,636,2013-07-27 12:00:00,-5.0,-16.4,1009.0,25.2,A,3.2268439945173775,12,7,233.96223898297464,150.64248287153524,363.3658196977956
85,637,2013-07-27 13:00:00,-5.0,-16.4,1007.0,5.145,A,1.638025369286013,13,7,261.9116607534955,168.6271755199357,406.8010854546053
86,638,2013-07-27 14:00:00,-4.3,-20.0,1006.0,4.255,A,1.4480947620253375,14,7,227.8705029020476,146.58025775710902,354.24256231609587
87,639,2013-07-27 15:00:00,-5.0,-16.4,1006.0,7.635,A,2.0327429386705957,15,7,255.21251358230182,164.3153027420094,396.39294698718504
88,640,2013-07-27 16:00:00,-7.1,-16.4,1015.0,11.265,A,2.4217005738842077,16,7,256.48963783707904,165.15212126894687,398.34144310301224
89,641,2013-07-27 17:00:00,-6.4,-17.9,1006.0,12.18,A,2.4997952622817508,17,7,241.7668638044255,155.64330047613424,375.5459840225524
90,642,2013-07-27 18:00:00,-7.1,-20.7,1011.0,13.595,A,2.609702078084434,18,7,217.1722420307212,139.7324548988113,337.529192790639
91,643,2013-07-27 19:00:00,-7.9,-20.7,1018.0,15.735,A,2.7558875305163704,19,7,226.58334804910155,145.79253336771524,352.1443274714999
92,644,2013-07-27 20:00:00,-5.7,-18.6,1021.0,4.63,A,1.5325568680981427,20,7,267.03843338936883,171.8306886419004,414.99877274925706
93,645,2013-07-27 21:00:00,-7.1,-20.0,1011.0,7.76,A,2.048982334195127,21,7,249.55704564154127,160.5538283548789,387.89930870833564
94,646,2013-07-27 22:00:00,-7.9,-17.9,1010.0,9.425,A,2.2433657333340746,22,7,270.7746735059876,174.30801681290635,420.6285238789168
95,647,2013-07-27 23:00:00,-8.6,-16.4,1010.0,10.59,A,2.359910159613315,23,7,287.53215749119596,185.14469861813825,446.5412307703119
96,648,2013-07-28 00:00:00,-7.9,-19.3,1016.0,14.47,A,2.6720775406433925,0,7,244.5784866522853,157.41862321114922,379.9972005401545
97,649,2013-07-28 01:00:00,-10.7,-16.4,1021.0,16.725,A,2.816904606014292,1,7,268.55539544216117,172.912114281453,417.1020678383524
98,650,2013-07-28 02:00:00,-7.9,-19.3,1013.0,19.14,A,2.9517803860248084,2,7,237.65163087360978,152.96402866168646,369.2260079119689
99,651,2013-07-28 03:00:00,-9.3,-17.1,1012.0,23.41,A,3.1531632815028194,3,7,250.6159752476008,161.36040025352318,389.2427569008505
100,652,2013-07-28 04:00:00,-10.0,-17.1,1019.0,26.915,A,3.2926837520129206,4,7,249.57273863195914,160.68543974048458,387.63034142267173
101,653,2013-07-28 05:00:00,-10.7,-16.4,1007.0,29.67,A,3.3901364343027307,5,7,242.7547923636538,156.2946945787218,377.0434394741347
102,654,2013-07-28 06:00:00,-11.4,-18.6,1002.0,32.815,A,3.490885727925686,6,7,222.6727509853834,143.33890496460975,345.91553523895413
103,655,2013-07-28 07:00:00,-10.7,-17.9,1016.0,36.695,A,3.602640505997026,7,7,222.1705889016056,143.01785021846678,345.1301393321657
104,656,2013-07-28 08:00:00,-11.4,-17.9,1016.0,3.54,A,1.264126727145683,8,7,261.2105665706337,168.08095880341963,405.94104515997867
105,657,2013-07-28 09:00:00,-8.6,-19.3,1015.0,5.67,A,1.7351891177396608,9,7,232.6811030204666,149.68894300488313,361.6866724822476
106,658,2013-07-28 10:00:00,-6.4,-19.3,1011.0,10.715,A,2.3716446289255404,10,7,222.44258737811163,143.16969035467423,345.6087986003902
107,659,2013-07-28 11:00:00,-5.0,-17.9,1016.0,18.615,A,2.92396770732468,11,7,223.66586022022284,144.0056897263346,347.39194765930023
108,660,2013-07-28 12:00:00,-4.3,-18.6,1010.0,25.64,A,3.2441536320524693,12,7,216.05836345206527,139.0867893625874,335.6265295325121
109,661,2013-07-28 13:00:00,-5.0,-16.4,1017.0,33.44,A,3.5097527882165007,13,7,231.37726269551834,148.9511726459522,359.4160203070127
110,662,2013-07-28 14:00:00,-3.6,-17.9,998.0,38.625,A,3.6538997352179097,14,7,219.77406449970263,141.4792849575878,341.39725431322944
111,663,2013-07-28 15:00:00,-5.7,-20.0,1003.0,47.025,A,3.8506793751870942,15,7,204.20765962818052,131.42273130267353,317.30255365626016
112,664,2013-07-28 16:00:00,-3.6,-20.0,1014.0,53.825,A,3.985738043250427,16,7,206.26086674513678,132.74154297247796,320.49910071691613
113,665,2013-07-28 17:00:00,-5.7,-20.7,1008.0,63.125,A,4.145116887595524,17,7,206.5298990305252,132.8855356838328,320.98752489544574
114,666,2013-07-28 18:00:00,-6.4,-20.0,1011.0,67.935,A,4.218551365676287,18,7,206.4102042272078,132.80321298826058,320.8143195517702
115,667,2013-07-28 19:00:00,-5.0,-17.9,1000.0,71.83,A,4.27430221608671,19,7,230.56834863818708,148.3781211948135,358.2857294974216
116,668,2013-07-28 20:00:00,-7.9,-20.0,1015.0,76.6,A,4.338597076746545,20,7,221.38566361723284,142.42785272587554,344.1153616882297
117,669,2013-07-28 21:00:00,-9.3,-20.0,1008.0,78.64,A,4.364880475838911,21,7,219.28238031699001,141.07269957158113,340.85094042654623
118,670,2013-07-28 22:00:00,-7.9,-20.0,1001.0,83.56,A,4.425564936688365,22,7,220.40212254684678,141.79061307451207,342.5974016885563
119,671,2013-07-28 23:00:00,-8.6,-16.4,1004.0,87.605,A,4.472838073939051,23,7,246.79737355373553,158.783770106629,383.5967841808992
120,672,2013-07-29 00:00:00,-7.9,-18.6,1011.0,94.29,A,4.546375139477586,0,7,222.67731149819718,143.2434307798115,346.1602726639915
121,673,2013-07-29 01:00:00,-10.0,-22.1,1002.0,98.085,A,4.585834449681349,1,7,203.3180693876599,130.71868080613817,316.23817716483694
122,674,2013-07-29 02:00:00,-10.0,-18.6,1004.0,104.13,A,4.645640118541804,2,7,218.15800178983346,140.34384969844237,339.1164903000462
123,675,2013-07-29 03:00:00,-11.4,-19.3,1017.0,108.94,A,4.690797271955528,3,7,211.8147023711421,136.25519740323543,329.27527900311975
124,676,2013-07-29 04:00:00,-10.7,-22.1,998.0,112.96,A,4.727033773744932,4,7,201.170681433329,129.3347117049293,312.9062765507177
125,677,2013-07-29 05:00:00,-12.9,-19.3,1005.0,118.88,A,4.778114580969449,5,7,201.42746018351644,129.55255265464297,313.17809556512844
126,678,2013-07-29 06:00:00,-11.4,-20.7,1001.0,122.925,A,4.811574413298003,6,7,193.41698834308377,124.36169258794807,300.8171616291915
127,679,2013-07-29 07:00:00,-12.9,-19.3,1016.0,125.805,A,4.834733089104485,7,7,196.95360715070217,126.65159884218043,306.27898679755265
128,680,2013-07-29 08:00:00,-12.9,-20.0,1005.0,128.935,A,4.859308401404524,8,7,193.02929028028913,124.12430113059415,300.18543159336434
129,681,2013-07-29 09:00:00,-11.4,-21.4,1010.0,3.755,A,1.3230882852160981,9,7,222.22005597846126,142.7906569182932,345.83322427970467
130,682,2013-07-29 10:00:00,-7.9,-19.3,1016.0,8.135,A,2.096175740671001,10,7,226.42942976984918,145.7172320811458,351.84779407110955
131,683,2013-07-29 11:00:00,-7.9,-17.1,1012.0,4.255,A,1.4480947620253375,11,7,251.74675810652914,162.0167991245524,391.1719683366038
132,684,2013-07-29 12:00:00,-5.7,-19.3,997.0,12.93,A,2.559550192783766,12,7,218.68064187755013,140.753403395318,339.75180690776847
133,685,2013-07-29 13:00:00,-6.4,-19.3,997.0,20.855,A,3.0375937276489084,13,7,216.28773719576398,139.23195001433055,335.9888679031569
134,686,2013-07-29 14:00:00,-6.4,-17.1,996.0,29.03,A,3.3683297780365384,14,7,229.5927331448972,147.82263290216179,356.5950766675399
135,687,2013-07-29 15:00:00,-3.6,-18.6,995.0,35.43,A,3.5675589188773804,15,7,216.15886081972806,139.15120218766654,335.7833232936592
136,688,2013-07-29 16:00:00,-5.7,-17.1,1012.0,41.24,A,3.719408659148759,16,7,229.38079499234306,147.6735109706686,356.29645943591055
137,689,2013-07-29 17:00:00,-5.7,-18.6,996.0,48.765,A,3.8870128424239785,17,7,221.5827897196724,142.6256574692229,344.25035138258755
138,690,2013-07-29 18:00:00,-7.1,-21.4,1001.0,52.535,A,3.9614796141407385,18,7,201.06879762256173,129.34552708230174,312.563273654281
139,691,2013-07-29 19:00:00,-9.3,-18.6,1014.0,57.18,A,4.046204186894165,19,7,228.13403885075573,146.82314012246817,354.4750482719973
140,692,2013-07-29 20:00:00,-7.9,-18.6,1011.0,61.6,A,4.120661870539474,20,7,233.03452858648234,149.96502815884952,362.11836973085303
141,693,2013-07-29 21:00:00,-7.1,-20.7,1014.0,66.91,A,4.2033484327947255,21,7,217.3377765445278,139.81364270351534,337.8476391855817
142,694,2013-07-29 22:00:00,-6.4,-20.7,998.0,75.585,A,4.325257850800671,22,7,218.17828396920308,140.34897400671605,339.16716479500843
143,695,2013-07-29 23:00:00,-7.9,-20.7,999.0,78.465,A,4.3626526654906845,23,7,219.49921003978667,141.19555885460517,341.22817742237356
144,696,2013-07-30 00:00:00,-7.1,-17.9,1012.0,83.76,A,4.427955566562281,0,7,229.14600352352625,147.42314800568013,356.1712773137961
145,697,2013-07-30 01:00:00,-7.9,-18.6,1015.0,89.07,A,4.489422577443778,1,7,222.84249443502625,143.36346706916612,346.38376387805044
146,698,2013-07-30 02:00:00,-7.1,-17.1,997.0,95.255,A,4.556557506067398,2,7,229.3385151365196,147.5511413736455,356.4605060684265
147,699,2013-07-30 03:00:00,-9.3,-20.7,1002.0,100.69,A,4.612046489927524,3,7,206.0644940829413,132.53867772117843,320.37874869241614
148,700,2013-07-30 04:00:00,-9.3,-19.3,999.0,105.985,A,4.6632975746647,4,7,214.06907605356048,137.69625698407324,332.8018518885776
149,701,2013-07-30 05:00:00,-8.6,-20.0,1009.0,109.755,A,4.698250609004103,5,7,199.22261151437036,128.1358774899799,309.74657306037824
150,702,2013-07-30 06:00:00,-7.9,-16.4,997.0,115.315,A,4.747667514216636,6,7,219.31774607003356,141.03536104742034,341.05116180804447
151,703,2013-07-30 07:00:00,-7.9,-18.6,996.0,122.0,A,4.804021044733257,7,7,200.9725566455062,129.24246367874193,312.513142932872
152,704,2013-07-30 08:00:00,-7.9,-19.3,1005.0,126.67,A,4.841585279495541,8,7,196.51152787135607,126.37295464768006,305.57788803779994
153,705,2013-07-30 09:00:00,-5.7,-20.0,1003.0,132.355,A,4.885487706576819,9,7,187.7069627899301,120.69674629338712,291.9209089048214
154,706,2013-07-30 10:00:00,-7.1,-17.9,1007.0,139.755,A,4.939890889570498,10,7,195.44195291544906,125.68403523968945,303.9173343420971
155,707,2013-07-30 11:00:00,-5.0,-15.7,1016.0,148.695,A,5.001897228152971,11,7,212.61515278222333,136.68740478934984,330.7195952858591
156,708,2013-07-30 12:00:00,-2.9,-20.0,1003.0,156.635,A,5.053918257945871,12,7,189.3280859791107,121.72020285364012,294.48787711613284
157,709,2013-07-30 13:00:00,-2.1,-19.3,1001.0,165.95,A,5.1116865381659835,13,7,192.4729982220104,123.72294805508888,299.4258997779053
158,710,2013-07-30 14:00:00,-2.1,-20.7,993.0,175.64,A,5.168436445693517,14,7,188.75999247748197,121.33895064108512,293.6430105242289
159,711,2013-07-30 15:00:00,-1.4,-20.7,1005.0,183.315,A,5.211205984558074,15,7,188.94053253094444,121.46110110988596,293.9091158146211
160,712,2013-07-30 16:00:00,-1.4,-20.0,1001.0,190.09,A,5.247497644218062,16,7,192.55124551181436,123.79842799115973,299.48669583105334
161,713,2013-07-30 17:00:00,-1.4,-20.0,997.0,195.76,A,5.276889419134416,17,7,201.21703997392493,129.36880849072253,312.9679993827233
162,714,2013-07-30 18:00:00,-1.4,-18.6,992.0,199.555,A,5.296089887557685,18,7,203.6842618581529,130.94106455772453,316.8393251485381
163,715,2013-07-30 19:00:00,-5.0,-19.3,998.0,203.185,A,5.31411689408194,19,7,210.69063185191595,135.45410277829777,327.7164843269093
164,716,2013-07-30 20:00:00,-2.9,-17.1,991.0,206.065,A,5.328191652999786,20,7,228.1862088249464,146.69227879041304,354.95355534217094
165,717,2013-07-30 21:00:00,-4.3,-16.4,999.0,209.32,A,5.343864181504007,21,7,228.3641483377994,146.80274223193382,355.2398507900916
166,718,2013-07-30 22:00:00,-6.4,-15.7,1009.0,1.64,A,0.494696241836107,22,7,336.91740182929436,216.72846217719965,523.7583218884855
167,719,2013-07-30 23:00:00,-7.1,-17.1,1005.0,3.415,A,1.2281774930227534,23,7,302.66686398824976,194.81511454947582,470.22650561959773
168,720,2013-07-31 00:00:00,-5.0,-14.3,1007.0,5.92,A,1.7783364488959144,0,7,319.3284163207583,205.62335111002434,495.909812380022
169,721,2013-07-31 01:00:00,-5.7,-15.0,1007.0,11.715,A,2.460870071959759,1,7,292.06065993931554,188.05902033992916,453.5779721174988
170,722,2013-07-31 02:00:00,-6.4,-18.6,999.0,14.345,A,2.6634014494333282,2,7,247.6662074335719,159.42757297710335,384.74242039260287
171,723,2013-07-31 03:00:00,-6.4,-15.7,1002.0,17.475,A,2.860771288119874,3,7,269.51484849414146,173.5454135839953,418.5547290402083
172,724,2013-07-31 04:00:00,-9.3,-15.0,1007.0,20.855,A,3.0375937276489084,4,7,274.4303972109932,176.70208756273888,426.2091294571923
173,725,2013-07-31 05:00:00,-10.7,-15.7,1001.0,23.875,A,3.172831886366794,5,7,253.29664744354685,163.09329056862703,393.3895219260617
174,726,2013-07-31 06:00:00,-10.7,-15.7,992.0,2.14,A,0.7608058290337602,6,7,303.7354385615799,195.42757058103058,472.0685846112143
175,727,2013-07-31 07:00:00,-10.7,-15.7,1000.0,5.02,A,1.6134299337036377,7,7,278.49962516446806,179.30802261264017,432.5631395997646
176,728,2013-07-31 08:00:00,-10.7,-17.9,1005.0,8.65,A,2.157559320943788,8,7,245.51743109625224,158.06604685689334,381.3520371435428
177,729,2013-07-31 09:00:00,-4.3,-15.0,1003.0,11.03,A,2.400618833265411,9,7,262.3208940569247,168.91605459082461,407.3754364291324
178,730,2013-07-31 10:00:00,-3.6,-15.0,998.0,16.7,A,2.8154087194227095,10,7,252.5257108993066,162.6127474800356,392.15397103495405
179,731,2013-07-31 11:00:00,-0.7,-19.3,1001.0,19.845,A,2.987952086235029,11,7,212.45895541678794,136.76188709171214,330.0539989370191
180,732,2013-07-31 12:00:00,-0.7,-17.9,997.0,28.245,A,3.3409164507772253,12,7,220.08367376619378,141.68724883399983,341.85732207400537
181,733,2013-07-31 13:00:00,0.0,-17.9,1001.0,34.145,A,3.5306161624130525,13,7,219.60650860212328,141.36688453511593,341.14792003097955
182,734,2013-07-31 14:00:00,0.7,-16.4,986.0,42.545,A,3.7505623393015206,14,7,230.43961494329275,148.3414226642115,357.97429457998857
183,735,2013-07-31 15:00:00,2.1,-18.6,994.0,47.48,A,3.860308569741467,15,7,213.03074218413016,137.12205310250621,330.96133035286266
184,736,2013-07-31 16:00:00,0.7,-17.9,1000.0,53.915,A,3.9874087323340355,16,7,219.5753762557415,141.33890318356774,341.1187208325231
185,737,2013-07-31 17:00:00,0.7,-18.6,989.0,57.685,A,4.054997174379253,17,7,219.94174580057455,141.55920920730588,341.7253587151853
186,738,2013-07-31 18:00:00,0.0,-17.1,1004.0,60.44,A,4.101651137404539,18,7,227.27669942132945,146.2736449963488,353.13742336251147
